3.230080511,-0.001190886,2.499964436
3.260547949,0.602776245,2.498265328
3.347640436,1.117659144,2.485064386
3.478518134,1.468689614,2.5
3.634831958,1.622323961,2.219003084
3.791850976,1.485675215,-1.094007443
3.877018027,0.20228147,-2.486630557
3.811016132,-1.509161614,-2.499128004
3.581044023,-3.041704911,-2.485913869
3.21649355,-4.162400719,-2.498679255
2.76853586,-4.687976447,-2.499999982
2.299936103,-4.589964851,-2.499987326
1.865382089,-4.04957207,-2.498002591
1.495884817,-3.331146755,-2.485296813
1.198229242,-2.63872673,-2.476684457
0.96360854,-2.081140208,-2.499990045
0.775819836,-1.704552685,-2.499746539
0.616701362,-1.507835665,-1.48807901
0.483500873,-1.184168779,-1.233913571
0.378527018,-0.938799264,0.11571585
0.31187723,-0.409834319,-0.766888414
0.281204949,-0.210896823,-1.566341819
0.256556399,-0.287855208,-1.879996437
0.217509763,-0.502263822,1.123643497
0.199255907,0.132494108,-1.454781456
0.205482356,-0.006402417,-1.40826903
0.198663606,-0.131546121,0.258623943
0.203829151,0.2359142,-2.003544028
0.212642908,-0.057381797,-1.625278875
0.197841317,-0.242106409,-0.067285305
0.186696586,0.016403329,-1.620291389
0.177622218,-0.199968203,-0.134679533
0.168284496,0.010855679,-0.334472707
0.176795052,0.161334186,-1.166771528
0.188697283,0.079617304,-0.683131311
0.200447927,0.15818024,-1.617844916
0.206915165,-0.027192382,-1.361934524
0.198777438,-0.137459212,-0.517204478
0.191580124,-0.00828081,-0.721190254
0.193974647,0.05671454,-1.47384364
0.191776438,-0.101128478,0
