0.108481552,-0.200076715,1.929224996
0.949773355,-0.146493921,2.435856367
1.799830338,-0.007285881,2.498880679
2.404986996,0.205574396,2.498731453
2.668535764,0.462237027,2.399120566
2.55693894,0.726192357,1.577688979
1.924608454,0.952100591,0.837086996
0.908338502,1.094626127,-0.05077322
-0.431972976,1.118540624,-2.12763672
-2.353179243,0.978390382,-2.491918977
-4.17201831,0.649341068,-1.685681392
-5.258377033,0.172458902,-2.463924962
-5.830701347,-0.388823535,-2.499017688
-5.649604481,-0.968331616,-2.494294067
-5.004714691,-1.503156149,-2.498754917
-4.301759976,-1.967514188,-2.476714529
-3.827255845,-2.371166806,-2.317870717
-3.70519119,-2.743987635,-2.382951425
-4.106258675,-3.129961271,-2.471628241
-5.135763428,-3.586648653,-2.490613908
-6.830262906,-4.17964019,-1.989482635
-8.821370119,-4.960840755,-2.495187249
-10.60156882,-5.939859058,-1.553835102
-10.76254852,-7.020734475,-2.469162469
-10.1297441,-8.069103811,-2.169352653
-9.678706214,-9.05186172,-0.268776258
-9.883950017,-10.0185051,-1.14664917
-11.45506823,-11.07994286,-1.771564884
-13.01718648,-12.31291338,-2.307678177
-13.12904118,-13.63451485,-2.499085428
-12.47953482,-14.91282675,0.22014813
-12.12369793,-16.1288749,-0.158756496
-13.32283531,-17.39378351,-1.545476341
-14.67805769,-18.80586784,-2.490758523
-14.52158979,-20.27903062,-2.294501792
-14.03030575,-21.69768131,0.507844068
-14.37100799,-23.1027185,0.538289842
-15.45210488,-24.59875383,-2.499999892
-15.82256467,-26.18016966,-2.427195236
-15.21717178,-27.72765511,0.551479454
-15.28094808,-29.23549455,0
